92.079, 145.357, 2.537, 18.272 False
92.079, 145.273, 2.533, 18.305 False
92.079, 145.188, 2.529, 18.338 False
92.079, 145.104, 2.526, 18.371 False
92.080, 145.019, 2.523, 18.404 False
92.080, 144.935, 2.521, 18.437 False
92.080, 144.851, 2.518, 18.470 False
92.080, 144.767, 2.516, 18.503 False
92.081, 144.683, 2.510, 18.536 False
92.081, 144.600, 2.498, 18.569 False
92.081, 144.517, 2.481, 18.602 False
92.081, 144.435, 2.454, 18.635 False
92.081, 144.354, 2.430, 18.668 False
92.082, 144.274, 2.410, 18.701 False
92.082, 144.194, 2.391, 18.734 False
92.082, 144.115, 2.369, 18.767 False
92.082, 144.037, 2.336, 18.800 False
92.083, 143.960, 2.298, 18.833 False
92.083, 143.885, 2.240, 18.866 False
92.083, 143.812, 2.188, 18.899 False
92.083, 143.741, 2.120, 18.932 False
92.083, 143.672, 2.056, 18.965 False
92.084, 143.606, 1.978, 18.998 False
92.084, 143.543, 1.873, 19.031 False
92.084, 143.486, 1.643, 19.064 False
92.084, 143.442, 1.305, 19.097 False
92.084, 143.409, 0.961, 19.130 False
92.085, 143.390, 0.525, 19.163 False
92.085, 143.381, 0.363, 19.196 False
92.085, 143.373, 0.217, 19.229 False
92.085, 143.363, 0.303, 19.262 False
92.085, 143.360, 0.011, 19.295 False
92.085, 143.357, 0.104, 19.328 False
92.085, 143.355, -0.006, 19.361 False
92.085, 143.353, 0.060, 19.394 False
92.085, 143.351, -0.008, 19.427 False
92.085, 143.349, 0.070, 19.460 False
92.085, 143.348, -0.011, 19.493 False
92.085, 143.347, 0.021, 19.526 False
92.085, 143.347, -0.013, 19.559 False
92.085, 143.347, -0.010, 19.592 False
92.085, 143.346, -0.008, 19.625 False
92.085, 143.346, -0.005, 19.658 False
92.085, 143.346, -0.004, 19.691 False
92.085, 143.345, -0.002, 19.724 False
92.085, 143.345, -0.000, 19.757 False
92.085, 143.345, 0.001, 19.790 False
92.085, 143.345, 0.002, 19.823 False
92.085, 143.344, 0.003, 19.856 False
92.085, 143.344, 0.004, 19.889 False
92.085, 143.344, 0.005, 19.922 False
92.085, 143.344, 0.006, 19.955 False
92.085, 143.343, 0.007, 19.988 False
92.085, 143.343, 0.007, 20.021 False
92.085, 143.343, 0.008, 20.054 False
92.085, 143.343, 0.008, 20.087 False
92.085, 143.343, 0.000, 20.120 False
92.085, 143.343, 0.002, 20.153 False
92.085, 143.343, 0.003, 20.186 False
92.085, 143.343, 0.004, 20.219 False
92.085, 143.342, 0.005, 20.252 False
92.085, 143.342, 0.006, 20.285 False
92.085, 143.342, 0.006, 20.318 False
92.085, 143.342, 0.006, 20.351 False
92.085, 143.342, 0.007, 20.384 False
92.085, 143.342, 0.007, 20.417 False
92.085, 143.342, 0.007, 20.450 False
92.085, 143.342, 0.007, 20.483 False
92.085, 143.341, 0.007, 20.516 False
92.085, 143.341, 0.008, 20.549 False
92.085, 143.341, 0.008, 20.582 False
92.085, 143.341, 0.007, 20.615 False
92.085, 143.341, 0.007, 20.648 False
92.085, 143.341, 0.007, 20.681 False
92.085, 143.341, 0.007, 20.714 False
92.085, 143.340, 0.007, 20.747 False
92.085, 143.340, 0.007, 20.780 False
92.085, 143.340, 0.007, 20.813 False
92.085, 143.340, 0.007, 20.846 False
92.085, 143.340, 0.007, 20.879 False
92.085, 143.340, 0.007, 20.912 False
92.085, 143.340, 0.000, 20.945 False
92.085, 143.340, 0.001, 20.978 False
92.085, 143.340, 0.002, 21.011 False
